user_id;screen_name;real_name;followers;following;fans;location;country
5876652;saschalobo;Sascha Lobo;182812;4091;178721;Berlin;Deutschland
296163037;s04;FC Schalke 04;176671;16;176655;Gelsenkirchen;Deutschland
14649689;C418;C418;177136;870;176266;Berlin;Deutschland
242774745;Bastian_Baker;Bastian Baker;170194;99;170095;Schweiz;Schweiz
61433111;Bundesliga_GOAL;Bundesliga;167308;205;167103;Frankfurt;Deutschland
198521390;Jermainejunior;Jermaine Jones;165533;162;165371;Düsseldorf;Deutschland
16509586;TVtotal;TVtotal;165369;24;165345;Köln;Deutschland
44850810;RealCosmicGate;Cosmic Gate;164838;321;164517;Deutschland;Deutschland
15243812;tazgezwitscher;taz;162870;737;162133;Berlin;Deutschland
333568300;thejensie;Jens Voigt;159570;47;159523;Deutschland;Deutschland
234343491;RegSprecher;Steffen Seibert;157789;81;157708;Berlin;Deutschland
124090075;ecPapst;#ReinhardEckstein;160448;2973;157475;Deutschland;Deutschland
12509262;titanic;TITANIC;156907;0;156907;Deutschland;Deutschland
56747801;AL3XANDERSTRAUB;Alexander Straub;150602;386;150216;Deutschland;Deutschland
105622476;fcbayern_news;FC Bayern News;148045;28;148017;München;Deutschland
58977344;Styron111;Stuart Styron;146477;32;146445;Deutschland;Deutschland
111280097;realTimoGlock;Timo Glock;145428;226;145202;Schweiz;Schweiz
25360913;Lufthansa_DE;Deutsche Lufthansa;145828;710;145118;Deutschland;Deutschland
19897782;fettesbrot;Fettes Brot;142362;85;142277;Hamburg;Deutschland
23992315;frieze_magazine;frieze;142530;1965;140565;Berlin;Deutschland
96625583;sjokz;Eefje Depoortere;136446;422;136024;Köln;Deutschland
9655032;netzpolitik;netzpolitik;130934;981;129953;Berlin;Deutschland
25270060;kicker_bl_li;kicker - Bundesliga;126874;6;126868;Nürnberg;Deutschland
277650576;UniverseOfJDB;Juliana;131235;4757;126478;Deutschland;Deutschland
9330012;BILD_News;BILD News;126106;55;126051;Berlin;Deutschland
737186970;ManTaiChung;Man-Tai Chung;129733;4958;124775;Deutschland;Deutschland
195717023;FerdiCarrefour;Ferdi Carrefour;124817;297;124520;Wien;Österreich
17803524;SZ_TopNews;SZ Top-News;122126;81;122045;München;Deutschland
5776022;handelsblatt;Handelsblatt Online;119853;190;119663;Düsseldorf;Deutschland
114708816;sat1;SAT.1;125891;7030;118861;München;Deutschland
92957193;thebosshoss;The BossHoss;117002;86;116916;Berlin;Deutschland
174160697;HSV;Hamburger SV;116936;142;116794;Hamburg;Deutschland
80668181;trabit;Ralf Schwoebel;116870;1754;115116;Deutschland;Deutschland
34095390;PalinaRojinski;Palina Rojinski;114996;126;114870;Berlin;Deutschland
295900814;HansSarpei;Hans Sarpei;114933;371;114562;Deutschland;Deutschland
1283748854;Badstuber;Holger Badstuber;114313;74;114239;München;Deutschland
62737631;murokoma;Rob Konrad;125348;11278;114070;Schweiz;Schweiz
76321771;BieberSmilex;Tammy;114841;1105;113736;Frankfurt;Deutschland
16365707;i0n1c;Stefan Esser;113614;227;113387;Köln;Deutschland
9330912;BILD_Bundesliga;BILD Bundesliga;112930;44;112886;Berlin;Deutschland
15738602;N24_de;N24_de;115847;3327;112520;Berlin;Deutschland
9330802;BILD_Sport;BILD Sport;108878;151;108727;Berlin;Deutschland
20694291;ArminWolf;Armin Wolf;108213;472;107741;Wien;Österreich
219979106;rachdaquis03;rachel anne daquis;105954;343;105611;Hannover;Deutschland
14843692;werderbremen;SV Werder Bremen;106065;474;105591;Bremen;Deutschland
373024213;iBlali;iBlali;104715;28;104687;Düsseldorf;Deutschland
18047862;FAZ_Topnews;FAZ Top-Themen;104025;39;103986;Frankfurt;Deutschland
608828957;MuenchenLondon;Ratlos;114297;10395;103902;München;Deutschland
224138288;canutino;Chris;104395;1014;103381;Karlsruhe;Deutschland
2269004006;mariedebelloy;Marie de Belloy;103527;428;103099;Genf;Schweiz
437049774;wol_lay;Wolfram von Funck;101975;38;101937;Deutschland;Deutschland
91385121;DnerTV;dner;99484;105;99379;Köln;Deutschland
14330880;neon_magazin;NEON Magazin;99350;578;98772;München;Deutschland
3197921;heiseonline;heise online;98719;26;98693;Hannover;Deutschland
327299698;SkySportNewsHD;Sky Sport News HD;98718;71;98647;München;Deutschland
41906364;NickHeidfeld;Nick Heidfeld;96734;136;96598;Schweiz;Schweiz
17708120;CHIP_online;CHIP Online;96647;158;96489;48.360172, 10.897582;
9330602;BILD_Promis;BILD Promis;94967;61;94906;Berlin;Deutschland
297996937;DummeWitze;Lustige Tweets!;121343;27089;94254;Deutschland;Deutschland
19340518;kloeterklikke;Deichkind;94280;619;93661;Hamburg;Deutschland
17965092;DerSPIEGEL;Der SPIEGEL;92988;80;92908;Hamburg;Deutschland
34315511;kollegah;Kollegah;92505;2;92503;Düsseldorf;Deutschland
277434522;kazimmolla;Kazım Mehmet;92712;236;92476;Wuppertal;Deutschland
79207771;NelaLee;Nela Lee;92469;154;92315;München;Deutschland
340846457;stefanbradl;Stefan Bradl;92305;122;92183;Deutschland;Deutschland
191271022;DaPhilPhil;PhilLaude;91653;40;91613;Köln;Deutschland
198804836;SondoroMusic;Sandhy SonDoro;91435;198;91237;Berlin;Deutschland
58165437;FLER;FLER;90826;13;90813;Berlin;Deutschland
139373778;Y_TITTY_OG;Oguz;90489;39;90450;Köln;Deutschland
19063439;ZDFsport;ZDF Sport;90994;1035;89959;Mainz;Deutschland
22926365;tagesspiegel_de;Tagesspiegel.de;89817;771;89046;Berlin;Deutschland
20936248;kesslermichael;michael kessler;106585;17753;88832;Deutschland;Deutschland
24847990;TOCADISCO;TOCADISCO;89713;1119;88594;Deutschland;Deutschland
28784606;AlyaaGad;Lady Gagad  أفهم;96472;8699;87773;Schweiz;Schweiz
106053;SPORT1;SPORT1;89243;1576;87667;München;Deutschland
33493323;frauenarzt;Frauenarzt;86110;395;85715;Berlin;Deutschland
8447362;greenpeace_de;Greenpeace e.V.;85963;985;84978;Hamburg;Deutschland
14420009;tagesschau_blog;blog.tagesschau.de;84633;2;84631;Hamburg;Deutschland
38192297;fmpreuss;Frank-Michael Preuss;122367;38274;84093;Hannover;Deutschland
46165302;DKatzenberger;Daniela Katzenberger;83409;19;83390;Deutschland;Deutschland
284003990;fifamedia;FIFA Media;82972;321;82651;Zürich;Schweiz
15994406;1LIVE;1LIVE;83460;1825;81635;Köln;Deutschland
46078180;vivaonline;VIVA.tv;82870;1331;81539;Berlin;Deutschland
491651584;DubaiHeuer;Andreas  Heuer;81667;334;81333;Hamburg;Deutschland
1856486670;JulianArtwork;ᴊᴜʟɪᴀɴ ⋆ᴀʀᴛωᴏʀᴋ⋆;115544;34555;80989;Frankfurt;Deutschland
192995855;MarcelFriese;Marcel Friese;80401;139;80262;Deutschland;Deutschland
19709133;wiwo;WirtschaftsWoche;80758;592;80166;Düsseldorf;Deutschland
16745492;extra3;extra3;79652;694;78958;Hamburg;Deutschland
66986123;ZDFneo;ZDFneo;79175;275;78900;Mainz;Deutschland
71001343;MaxHerreMusik;Max Herre;78861;36;78825;Berlin;Deutschland
821514403;SEEED;Seeed;78634;5;78629;Berlin;Deutschland
20483476;SPIEGEL_live;SPIEGEL ONLINE live;78859;474;78385;Hamburg;Deutschland
378697965;BerlinTN;Berlin - Tag & Nacht;80186;1966;78220;Berlin;Deutschland
14273050;NZZ;Neue Zürcher Zeitung;79942;1950;77992;Zürich;Schweiz
15786941;20min;20 Minuten;78357;370;77987;Schweiz;Schweiz
891783582;dagibeee;Dagi Bee;77810;76;77734;Düsseldorf;Deutschland
29679737;Audi_Online;AUDI AG;77104;689;76415;Ingolstadt;Deutschland
37670868;prinzpi23;Prinz Pi;76207;80;76127;Berlin;Deutschland
14553288;Die_Gruenen;BÜNDNIS90/DIE GRÜNEN;80630;4670;75960;Deutschland;Deutschland
21879953;heise_topnews;heise Top-News;74582;26;74556;Hannover;Deutschland
31170589;modeselektor;MODESELEKTOR;75354;799;74555;Berlin;Deutschland
191927811;freshtorge;Freshtorge;74484;11;74473;Deutschland;Deutschland
21401523;staralerts;Star Alliance;74374;283;74091;Frankfurt;Deutschland
51032042;jan_delay;Jan Delay;73834;31;73803;Hamburg;Deutschland
180111171;OfficialMoTrip;MoTrip;75478;1788;73690;Aachen;Deutschland
21764143;FlySWISS;Swiss Intl Air Lines;73675;249;73426;Zürich;Schweiz
148269268;sportschau;Sportschau;73139;189;72950;Köln;Deutschland
23051934;SPIEGEL_Rezens;SPIEGEL Rezensionen;72499;67;72432;Hamburg;Deutschland
22681340;SmallRivers;Paper.li;73581;1187;72394;Schweiz;Schweiz
103615194;EyeEm;EyeEm;73592;2008;71584;Berlin;Deutschland
109850283;PietSmiet;Peter Smits;70522;149;70373;Köln;Deutschland
29179645;mtvgameone;Game One;69999;31;69968;Hamburg;Deutschland
173054372;VorreiterIT;Vorreiter.IT;79246;9465;69781;Duisburg;Deutschland
22643099;VOX_Fernsehen;VOX;68312;91;68221;Köln;Deutschland
18026976;SPIEGELTV;SPIEGEL TV;68391;279;68112;Hamburg;Deutschland
138401594;VfB;VfB Stuttgart;67762;55;67707;Stuttgart;Deutschland
349843784;DCD_AG;DCD AG;72090;4410;67680;St. Gallen;Schweiz
18564020;markuskavka;markus kavka;67715;89;67626;Berlin;Deutschland
218900974;ali500300;Business & Tips;99488;32320;67168;Deutschland;Deutschland
15071293;DerWesten;DerWesten;71200;4147;67053;Essen;Deutschland
23807798;New_Media_TN;guenstig-leben-bauen;68434;1484;66950;Berlin;Deutschland
98631176;hmdeutschland;H&M Deutschland;66718;29;66689;Hamburg;Deutschland
19900992;swr3;SWR3.online;66739;147;66592;Baden-Baden;Deutschland
1670174994;esmuellert_;Thomas Müller;66347;46;66301;München;Deutschland
124168590;EA_Battlefield;Battlefield;69266;4056;65210;Köln;Deutschland
786612258;AlbertBaumann;Albert Baumann;75975;10971;65004;Schweiz;Schweiz
21319573;Calmund;Reiner Calmund;124862;60194;64668;Deutschland;Deutschland
70816862;cizenbayan;Elif Tanverdi;65477;960;64517;Berlin;Deutschland
47950655;Hannover96;Hannover 96;64545;307;64238;Hannover;Deutschland
14231458;decor8;Holly Becker;63360;45;63315;Hannover;Deutschland
361439489;pimskeks;Nikias Bassen;63290;79;63211;Deutschland;Deutschland
9334352;sixtus;Mario Sixtus;64633;1518;63115;Berlin;Deutschland
409462884;1DUpdatesGER;1DUpdatesGER;63338;356;62982;Deutschland;Deutschland
30015171;david_garrett;David Garrett;62795;59;62736;Berlin;Deutschland
18802218;bravomagazin;BRAVO;62266;217;62049;Deutschland;Deutschland
20577168;tagesschau_eil;tagesschau Eil;61026;2;61024;Hamburg;Deutschland
323222806;DeinSkySport;Dein Sky Sport;60560;631;59929;München;Deutschland
55238295;annapaolaconcia;anna paola concia;61617;1949;59668;Frankfurt;Deutschland
47632197;Guardiolato;Guardiolato;60350;1005;59345;Augsburg;Deutschland
66823494;carolinkebekus;carolin kebekus;59604;299;59305;Deutschland;Deutschland
52407579;GoogleDE;Pressestelle Google;58890;37;58853;Hamburg;Deutschland
15479239;WWF_Deutschland;WWF Deutschland;59737;1231;58506;Berlin;Deutschland
61310088;joschasauer;Joscha Sauer;58533;114;58419;Frankfurt;Deutschland
25727153;mc_fitti;Mc Fitti;58933;549;58384;Berlin;Deutschland
249840057;DebitorLP;DebitorLP;58343;100;58243;Essen;Deutschland
22873141;NielsRuf;Niels Ruf;61025;2870;58155;Berlin;Deutschland
14330924;DB_Info;Deutsche Bahn;58137;10;58127;Frankfurt;Deutschland
68511500;BILDblog;BILDblog;57744;40;57704;Deutschland;Deutschland
49606536;Laragut;Lara Gut;57770;143;57627;Schweiz;Schweiz
2087371;iA;iA Inc.;57752;204;57548;Zürich;Schweiz
61453905;bambi;Bambi;57466;94;57372;München;Deutschland
19240255;morgenpost;Berliner Morgenpost;57733;445;57288;Berlin;Deutschland
113166579;Vs_World;Vanessa Huelse;58433;1240;57193;Berlin;Deutschland
1593865104;princebaroud;Hيaدmمdحi;56837;104;56733;Berlin;Deutschland
248148778;JanJosefLiefers;Jan Josef Liefers;56704;140;56564;Berlin;Deutschland
378693834;peteraltmaier;Peter Altmaier;56875;339;56536;Berlin;Deutschland
293925462;Baron_von_Saxen;SWISS ARTIST;61046;4632;56414;Zürich;Schweiz
42587256;1_fc_nuernberg;1. FC Nürnberg;56364;79;56285;Nürnberg;Deutschland
96840090;nenaofficial;NENA;55362;15;55347;Hamburg;Deutschland
44700124;1D_Swiss_Team;I̲̅D̲̅ Switzerland;54742;628;54114;Schweiz;Schweiz
19350201;BVerfG;Verfassungsgericht;53517;1;53516;Karlsruhe;Deutschland
14327439;mopo;Hamburger Morgenpost;56253;2878;53375;Hamburg;Deutschland
26472681;ARTEde;ARTE;53603;889;52714;Baden-Baden;Deutschland
19770656;rtl_aktuell;RTL Aktuell;52633;13;52620;Köln;Deutschland
10387152;gruenderszene;Gründerszene;55247;2883;52364;Berlin;Deutschland
72024064;DamonPaulMusic;Damon Paul;53444;1332;52112;Stuttgart;Deutschland
109564614;MaexProducer;Dj MaXX Fiesta;71706;19823;51883;Düsseldorf;Deutschland
51788500;SavaS_9;Savas Karaoglou;51448;6;51442;München;Deutschland
107785160;SILLAofficial;SILLA;51265;23;51242;Berlin;Deutschland
18056956;hellojuliagraf;Julia Graf;51333;178;51155;Schweiz;Schweiz
99172361;Sinnhat;Sinnhat;66463;15593;50870;Deutschland;Deutschland
14314957;depechemode_de;Depeche Mode;53535;3002;50533;Köln;Deutschland
16695590;vodafone_de;Vodafone Deutschland;51815;1503;50312;Düsseldorf;Deutschland
304410941;ZDFsportstudio;AktuellesSportstudio;50521;360;50161;Mainz;Deutschland
14497517;MEEDIA;MEEDIA;49798;335;49463;Hamburg;Deutschland
377433167;DenisHartwig;Der Hardi;49280;17;49263;Hamburg;Deutschland
22071687;Sultanhengzt;Bass Sultan Hengzt;49356;169;49187;Berlin;Deutschland
21291295;RaulRichter;Raul Richter;49049;40;49009;Berlin;Deutschland
19288563;kabel_eins;kabel eins;51866;3135;48731;München;Deutschland
337886919;AstroSamantha;Sam Cristoforetti;49138;559;48579;Köln;Deutschland
16569660;Afelia;Marina Weisband;48788;308;48480;Münster;Deutschland
299153250;OnlyWithBieber;Laura;52924;4651;48273;Deutschland;Deutschland
15901817;heisec;heise Security;48278;23;48255;Hannover;Deutschland
31082945;ReaGarvey;Rea Garvey;48320;172;48148;Deutschland;Deutschland
40227292;dpa;dpa;49140;1139;48001;Berlin;Deutschland
16777855;11Freunde_de;11FREUNDE_de;48257;318;47939;Berlin;Deutschland
14613514;derfreitag;der Freitag;56447;8557;47890;Berlin;Deutschland
3782931;spreeblick;Johnny Haeusler;52985;5464;47521;Berlin;Deutschland
137064173;israel_flash;The Israel Company;48635;1116;47519;Deutschland;Deutschland
20429858;CDU;CDU Deutschlands;48444;1050;47394;Berlin;Deutschland
114693089;sixxTV;sixxTV;51484;4166;47318;München;Deutschland
20188680;BonitoTV;Harald Schmidt;57645;10490;47155;Köln;Deutschland
105085224;HerthaBSC;Hertha BSC;46955;73;46882;Berlin;Deutschland
313796071;Akvisto2014;Akvisto;48811;2049;46762;Nürnberg;Deutschland
473990699;kraftwerk;Kraftwerk;46679;56;46623;Düsseldorf;Deutschland
120127817;Eintracht_News;Eintracht Frankfurt;46496;48;46448;Frankfurt;Deutschland
632986354;MoritzBleibtreu;Moritz Bleibtreu;46563;119;46444;Hamburg;Deutschland
394250799;Br4mm3n;Dennis Brammen;45630;106;45524;Köln;Deutschland
80913421;TokioHotel_Info;Tokio Hotel Info;45518;19;45499;Deutschland;Deutschland
25277641;kicker_live;kicker LIVE-Ticker;45235;9;45226;Nürnberg;Deutschland
232878411;haftoffiziell;Haftbefehl;44738;53;44685;Frankfurt;Deutschland
14332395;DWDL;Medienmagazin DWDL;44505;87;44418;Köln;Deutschland
15998669;udovetter;Udo Vetter;44786;420;44366;Düsseldorf;Deutschland
19278408;StKonrath;Steffen Konrath;111720;67507;44213;München;Deutschland
92224801;deutschetelekom;Deutsche Telekom AG;44267;131;44136;Bonn;Deutschland
18628801;kressZwitscher;kress report;51285;7204;44081;Heidelberg;Deutschland
40500947;kingmassiv;Massiv;44194;196;43998;Berlin;Deutschland
20929810;_avantasia;Avantasia;43701;85;43616;Deutschland;Deutschland
170681780;CatyCake_;Kati;43656;131;43525;Frankfurt;Deutschland
53662353;viktorgiacobbo;Viktor Giacobbo;43672;481;43191;Schweiz;Schweiz
60337801;YulieKendra;Yulie Kendra Gülzow;43075;38;43037;Hamburg;Deutschland
338964851;huehns_de;huehns.de ®;42891;102;42789;Hamburg;Deutschland
45571293;VOGUE_Germany;VOGUE_Germany;43622;889;42733;München;Deutschland
16379529;HappySchnitzel;Sue Reindke;43285;750;42535;Berlin;Deutschland
372390955;FelixRotpilz;Felix Hardy;42535;69;42466;Köln;Deutschland
50281764;K_I_Z_;K.I.Z.;41824;1;41823;Berlin;Deutschland
25695722;xKarenina;Anna Karenina;41989;286;41703;Deutschland;Deutschland
11013962;hamburg_de;hamburg.de;41856;194;41662;Hamburg;Deutschland
14885946;XING_de;XING_de;45260;3866;41394;Hamburg;Deutschland
6343292;manniac;manniac;41733;344;41389;Berlin;Deutschland
233737877;alpagunberlin;Alpa Gun;41341;22;41319;Berlin;Deutschland
78281866;DFB_Themen;DFB (Verband);41300;57;41243;Frankfurt;Deutschland
18761526;schroeder_k;Kristina Schröder;41504;420;41084;Wiesbaden;Deutschland
499005652;pressefeuer;Pressefeuer;41079;21;41058;Wien;Österreich
72845405;zeitonline_dig;ZEIT ONLINE Digital;40813;16;40797;Berlin;Deutschland
888289790;GregorGysi;Gregor Gysi;40907;134;40773;Berlin;Deutschland
21299069;dietotenhosen;Die Toten Hosen;40687;5;40682;Düsseldorf;Deutschland
868049030;SgtRumpel;SgtRumpel;40599;7;40592;Köln;Deutschland
148281734;LoL_Botschafter;LoL Botschafter;40680;137;40543;Frankfurt;Deutschland
65046280;RTL_Exclusiv;RTL Exclusiv;40509;133;40376;Köln;Deutschland
119335589;VisaVie1;Visa Vie;40716;522;40194;Berlin;Deutschland
25703613;Cocoanetics;Cocoanetics ;40896;753;40143;Österreich;Österreich
24358361;thomasdofficial;Thomas D;40067;13;40054;Deutschland;Deutschland
632106006;wettendass;Wetten, dass..?;40105;60;40045;Deutschland;Deutschland
1689493657;mariobarth;Mario Barth;39213;7;39206;Berlin;Deutschland
73387428;srf3;SRF 3;39113;113;39000;Schweiz;Schweiz
25416769;soulclapbeats;SoulClap;41787;2876;38911;Bremen;Deutschland
18718162;NJOYDE;N-JOY;39884;1121;38763;Deutschland;Deutschland
17007639;blickamabend;Blick am Abend;42259;3497;38762;Schweiz;Schweiz
632997216;_ohsnapitzmel;melanie.;64137;25385;38752;Frankfurt;Deutschland
20421862;brandeins;brand eins;38773;94;38679;Hamburg;Deutschland
24938614;FC_Basel;FC Basel 1893;38313;24;38289;Basel;Schweiz
14108050;weltkompakt;Frank Schmiechen;41029;2743;38286;Berlin;Deutschland
58158598;Schweiz;Schweiz Switzerland;43448;5208;38240;Zürich;Schweiz
17864468;srfnews;SRF News;37627;16;37611;Schweiz;Schweiz
158530400;itsfamoe;Famoe;62492;24962;37530;Deutschland;Deutschland
323750313;AnonAustria;AnonAustria;37498;75;37423;Österreich;Österreich
34911230;wuv;W&V;55549;18133;37416;München;Deutschland
77714545;Kunstrecht;Jan Weber - Anwalt -;37800;458;37342;Köln;Deutschland
23745534;FOCUS_TopNews;FOCUS_TopNews;37376;99;37277;München;Deutschland
15076680;SimonDesue;SimonDesue;37376;115;37261;Deutschland;Deutschland
22781017;Blickch;Blick;37874;713;37161;Zürich;Schweiz
236080731;gb_media;GuillermoBarrionuevo;37195;99;37096;Schweiz;Schweiz
103106691;radiotabu;Peter Box;438856;401869;36987;Wien;Österreich
387042539;dielochis;DieLochis;37234;416;36818;Deutschland;Deutschland
73868171;DamnEpicScooter;kidrauhl ♛;156810;120340;36470;Deutschland;Deutschland
228152081;urlaubsnewsat;Urlaubsnews.at;36231;119;36112;Wien;Österreich
21024556;edguy;Edguy;36146;84;36062;Deutschland;Deutschland
48323591;1FSVMainz05;1. FSV Mainz 05 e.V.;36050;7;36043;Mainz;Deutschland
18485224;cicero_online;Cicero Online;41323;5293;36030;Berlin;Deutschland
15402060;alextv;Alexander Böhm;36694;676;36018;Ulm;Deutschland
17991198;SUPERRTL;SUPER RTL;37348;1522;35826;Köln;Deutschland
386225101;echtallwissend;Doktor Allwissend;35883;159;35724;Berlin;Deutschland
14657622;basicthinking;BASIC thinking;35722;288;35434;Köln;Deutschland
19556781;rheinzeitung;Rhein-Zeitung;37890;2625;35265;Deutschland;Deutschland
16337664;Volker_Beck;Volker Beck;38894;3848;35046;Berlin;Deutschland
195880894;Micdef;Micdef;36015;1000;35015;Deutschland;Deutschland
122828843;Azad8022;Azad;34980;29;34951;Frankfurt;Deutschland
492305501;HaraldPfennig;Harald Pfennig;35025;112;34913;München;Deutschland
14247715;niggi;Stefan Niggemeier;35189;280;34909;Berlin;Deutschland
36059236;PSAIKODINO;PSAIKODINO;34998;291;34707;Stuttgart;Deutschland
299116219;ChristianScherg;Christian Scherg;36551;1897;34654;Berlin;Deutschland
1111437631;MarcelHirscher;Marcel Hirscher;34757;155;34602;Österreich;Österreich
51548357;annafenninger;Anna Fenninger;34673;94;34579;Salzburg;Österreich
242285848;AlexBaumjohann;Alexander Baumjohann;34576;2;34574;Berlin;Deutschland
1101354170;ZDFheute;ZDF heute;35269;695;34574;Mainz;Deutschland
29463130;EtienneToGo;Etienne Gardé;34889;358;34531;Frankfurt;Deutschland
257406853;Feleknasuca;Feleknas Uca;35326;944;34382;Deutschland;Deutschland
72870463;Wissensbox;Die Wissensbox;39924;5553;34371;Deutschland;Deutschland
521382916;BieberHades;Pat;43192;8868;34324;Deutschland;Deutschland
1081459807;DIEZEIT;DIE ZEIT;34368;61;34307;Hamburg;Deutschland
15427879;rponline;RP ONLINE;35280;1170;34110;Düsseldorf;Deutschland
39699737;TUI_com;TUI.com;41542;7504;34038;Hannover;Deutschland
49616093;WELT_Kultur;WELT Kultur;34006;22;33984;Berlin;Deutschland
41323269;sc_freiburg;SC Freiburg;39593;5758;33835;Freiburg;Deutschland
1084431;klauseck;Klaus Eck;37308;3522;33786;München;Deutschland
11268812;timpritlove;Tim Pritlove;34750;967;33783;Berlin;Deutschland
60848983;SPORT1_Dopa;SPORT1-Doppelpass;34288;532;33756;München;Deutschland
3136651;affiliate;Affiliate Marketing;35606;1918;33688;Leipzig;Deutschland
57011886;EA_NFS_DE;EA - Need for Speed;35830;2194;33636;Köln;Deutschland
39999078;DB_Bahn;DB Bahn;33616;11;33605;Frankfurt;Deutschland
17835938;FRonline;FrankfurterRundschau;33753;313;33440;Essen;Deutschland
33302619;RihannaDemos;Rihanna Demos;33917;502;33415;Deutschland;Deutschland
23845619;JuiceMagazin;JUICE Magazin;34352;938;33414;Berlin;Deutschland
15056351;GetPhysical;Get Physical Music;35620;2365;33255;Berlin;Deutschland
37930051;zeitonline_pol;ZEIT ONLINE Politik;33268;64;33204;Berlin;Deutschland
535832973;detektiv007;Detektiv_Germany;33336;225;33111;Nürnberg;Deutschland
8724992;golem;Golem.de;32784;0;32784;Berlin;Deutschland
42628622;foodwatch_de;foodwatch;37192;4485;32707;Berlin;Deutschland
110177401;itokenstein;Ken ITO 伊東　乾;33012;311;32701;Berlin;Deutschland
